oa_code,1,2,3,4,5,6,7,8
E00056971,0,0,0,0,0,97,0,0
E00056972,0,0,0,0,0,61,0,0
E00056973,0,0,0,0,0,67,0,0
E00056974,0,0,0,0,144,0,0,0
E00056975,156,0,0,0,0,0,0,0
E00056976,0,0,0,0,0,175,0,0
E00056977,88,0,0,0,0,0,0,0
E00056978,0,0,0,0,144,0,0,0
E00056979,0,0,0,0,0,0,0,134
E00056981,0,0,0,0,0,0,0,128
E00056982,0,0,0,0,0,0,0,134
E00056983,0,0,0,0,0,127,0,0
E00056984,0,0,0,0,0,0,0,138
E00056985,0,0,0,0,0,117,0,0
E00056986,0,0,0,0,0,0,0,122
E00056987,0,0,0,0,0,128,0,0
E00056988,0,0,0,0,0,0,0,131
E00056989,0,0,0,0,0,0,0,126
E00056990,0,0,0,0,0,0,0,114
E00056991,0,0,0,0,0,0,0,148
E00056992,0,0,0,135,0,0,0,0
E00056993,0,0,0,134,0,0,0,0
E00056994,0,0,0,123,0,0,0,0
E00056995,0,0,0,124,0,0,0,0
E00056997,0,0,0,128,0,0,0,0
E00056998,0,0,190,0,0,0,0,0
E00056999,0,0,0,123,0,0,0,0
E00057000,0,0,0,0,0,0,0,107
E00057001,0,0,0,145,0,0,0,0
E00057002,0,0,0,109,0,0,0,0
E00057003,0,0,0,131,0,0,0,0
E00057004,0,0,0,0,90,0,0,0
E00057005,0,0,0,0,0,0,113,0
E00057006,0,0,0,0,0,116,0,0
E00057007,0,0,0,0,0,130,0,0
E00057008,0,0,0,0,0,0,0,98
E00057009,0,0,0,143,0,0,0,0
E00057010,0,0,0,0,0,98,0,0
E00057011,0,0,0,0,188,0,0,0
E00057012,0,0,0,141,0,0,0,0
E00057013,0,0,0,74,0,0,0,0
E00057014,0,0,0,139,0,0,0,0
E00057015,0,0,0,138,0,0,0,0
E00057016,0,0,0,140,0,0,0,0
E00057017,0,0,0,125,0,0,0,0
E00057018,0,0,0,0,111,0,0,0
E00057019,0,0,0,147,0,0,0,0
E00057020,0,0,146,0,0,0,0,0
E00057021,0,0,0,0,124,0,0,0
E00057022,0,0,0,125,0,0,0,0
E00057023,0,0,0,141,0,0,0,0
E00057024,0,0,0,0,0,0,153,0
E00057025,0,0,0,0,0,0,0,120
E00057026,0,0,0,0,125,0,0,0
E00057027,0,0,0,155,0,0,0,0
E00057028,0,0,0,125,0,0,0,0
E00057029,0,0,153,0,0,0,0,0
E00057030,0,0,157,0,0,0,0,0
E00057031,0,0,0,120,0,0,0,0
E00057032,0,0,0,147,0,0,0,0
E00057033,0,0,147,0,0,0,0,0
E00057034,0,0,0,201,0,0,0,0
E00057035,0,0,0,129,0,0,0,0
E00057036,0,0,0,137,0,0,0,0
E00057037,0,0,0,133,0,0,0,0
E00057038,0,0,0,138,0,0,0,0
E00057039,0,0,0,0,0,0,130,0
E00057040,0,0,0,0,0,115,0,0
E00057041,0,0,0,113,0,0,0,0
E00057042,0,0,0,114,0,0,0,0
E00057043,0,0,0,0,0,0,127,0
E00057044,0,0,0,0,0,0,0,118
E00057045,0,0,0,124,0,0,0,0
E00057046,0,0,0,0,0,0,0,117
E00057047,0,0,0,111,0,0,0,0
E00057048,0,0,0,0,0,0,0,136
E00057049,0,0,0,0,0,0,0,131
E00057050,0,0,0,0,0,0,132,0
E00057051,0,0,0,0,215,0,0,0
E00057052,0,0,0,0,0,0,0,144
E00057053,0,0,0,0,0,0,97,0
E00057054,0,0,0,0,117,0,0,0
E00057055,0,0,0,0,0,0,0,126
E00057056,0,0,0,0,0,0,0,119
E00057057,0,0,0,0,0,111,0,0
E00057058,0,0,0,0,0,0,0,118
E00057059,0,0,0,0,0,0,0,90
E00057060,0,0,0,0,105,0,0,0
E00057062,0,0,0,0,0,0,0,128
E00057063,0,0,0,0,0,112,0,0
E00057064,0,0,0,0,0,0,0,100
E00057065,0,0,0,0,111,0,0,0
E00057066,0,0,0,0,0,0,184,0
E00057067,0,0,0,0,203,0,0,0
E00057068,0,0,0,0,0,0,117,0
E00057069,0,0,0,0,124,0,0,0
E00057070,0,0,0,0,0,0,0,98
E00057071,0,0,0,0,0,0,0,112
E00057072,0,0,0,0,89,0,0,0
E00057073,0,0,0,0,0,128,0,0
E00057074,0,0,0,0,0,0,115,0
E00057075,0,0,0,0,139,0,0,0
E00057076,0,0,0,0,0,0,97,0
E00057077,0,0,0,0,0,0,0,120
E00057078,0,0,0,0,108,0,0,0
E00057079,0,0,0,0,0,0,0,117
E00057080,0,0,0,0,0,0,112,0
E00057081,0,0,0,107,0,0,0,0
E00057082,0,0,0,0,0,0,0,102
E00057083,0,0,0,0,0,0,0,115
E00057084,0,0,0,0,123,0,0,0
E00057085,0,0,0,122,0,0,0,0
E00057086,0,0,0,0,0,0,0,100
E00057087,0,0,0,0,126,0,0,0
E00057088,0,0,0,0,0,0,119,0
E00057089,0,0,0,0,0,0,121,0
E00057090,0,0,0,0,0,0,125,0
E00057091,0,0,0,0,0,0,0,149
E00057092,0,0,0,122,0,0,0,0
E00057093,0,0,0,0,0,0,132,0
E00057094,0,0,0,0,0,112,0,0
E00057095,0,0,0,0,0,0,0,105
E00057096,0,0,0,0,0,0,116,0
E00057097,0,0,0,0,0,0,107,0
E00057098,0,0,0,0,0,0,0,109
E00057099,0,0,0,0,128,0,0,0
E00057100,0,0,0,0,0,0,0,110
E00057101,0,0,0,0,0,113,0,0
E00057102,0,0,0,0,0,0,0,103
E00057103,0,0,0,0,0,83,0,0
E00057104,0,0,0,0,0,0,140,0
E00057105,0,0,0,0,98,0,0,0
E00057106,0,0,0,0,0,0,118,0
E00057107,0,0,0,0,0,0,0,118
E00057108,0,0,0,0,0,0,0,107
E00057109,0,0,0,0,0,0,0,105
E00057110,0,0,0,0,0,0,158,0
E00057111,0,0,0,0,0,0,0,128
E00057112,0,0,0,0,0,0,116,0
E00057113,0,0,0,0,111,0,0,0
E00057114,0,0,0,0,0,0,0,125
E00057115,0,0,0,0,0,0,0,105
E00057116,0,0,0,0,0,0,0,130
E00057117,0,0,0,0,0,0,0,112
E00057118,0,0,0,0,0,0,0,121
E00057119,0,0,0,0,0,0,0,112
E00057120,0,0,0,0,0,0,116,0
E00057121,0,0,0,0,0,0,0,108
E00057122,0,0,0,0,0,0,143,0
E00057123,0,0,0,0,118,0,0,0
E00057124,0,0,149,0,0,0,0,0
E00057125,0,0,0,122,0,0,0,0
E00057126,0,0,0,125,0,0,0,0
E00057127,0,0,0,128,0,0,0,0
E00057128,0,0,0,0,0,114,0,0
E00057129,0,0,0,0,0,0,0,103
E00057130,0,0,0,140,0,0,0,0
E00057131,0,0,0,129,0,0,0,0
E00057132,0,0,0,0,0,0,0,119
E00057133,0,0,0,135,0,0,0,0
E00057134,0,0,0,129,0,0,0,0
E00057135,0,0,0,133,0,0,0,0
E00057136,0,0,0,0,133,0,0,0
E00057137,0,0,0,120,0,0,0,0
E00057138,0,0,141,0,0,0,0,0
E00057139,0,0,0,0,129,0,0,0
E00057140,0,0,139,0,0,0,0,0
E00057141,0,0,128,0,0,0,0,0
E00057142,0,0,0,0,0,0,0,74
E00057144,0,0,0,0,0,0,0,98
E00057145,0,0,0,168,0,0,0,0
E00057146,0,0,0,0,0,0,129,0
E00057147,0,0,0,0,0,0,124,0
E00057148,0,0,0,133,0,0,0,0
E00057149,0,0,0,129,0,0,0,0
E00057150,0,0,0,112,0,0,0,0
E00057151,0,0,0,148,0,0,0,0
E00057152,0,0,0,73,0,0,0,0
E00057153,0,0,0,0,0,0,164,0
E00057154,0,0,0,126,0,0,0,0
E00057155,0,0,0,137,0,0,0,0
E00057156,0,0,0,0,0,0,130,0
E00057157,0,0,0,137,0,0,0,0
E00057158,0,0,0,132,0,0,0,0
E00057159,0,0,0,0,0,0,0,107
E00057160,0,0,0,0,0,0,0,122
E00057161,0,0,0,130,0,0,0,0
E00057162,0,0,0,115,0,0,0,0
E00057163,0,0,0,127,0,0,0,0
E00057164,0,0,0,0,0,0,138,0
E00057165,0,0,111,0,0,0,0,0
E00057166,0,0,0,0,0,0,0,135
E00057167,0,0,0,0,0,0,132,0
E00057169,0,0,183,0,0,0,0,0
E00057170,0,0,0,0,0,0,205,0
E00057171,0,0,0,167,0,0,0,0
E00057172,0,0,0,155,0,0,0,0
E00057173,0,0,0,0,0,0,158,0
E00057175,0,0,202,0,0,0,0,0
E00057176,0,0,93,0,0,0,0,0
E00057177,0,0,183,0,0,0,0,0
E00057178,0,0,0,151,0,0,0,0
E00057179,0,0,0,224,0,0,0,0
E00057180,0,0,0,90,0,0,0,0
E00057181,0,0,0,0,0,0,139,0
E00057182,0,0,0,0,0,0,136,0
E00057183,0,0,0,0,0,0,112,0
E00057184,0,0,0,0,0,80,0,0
E00057185,0,0,0,0,0,0,102,0
E00057186,0,0,0,0,0,0,130,0
E00057187,0,0,0,0,153,0,0,0
E00057188,0,0,0,125,0,0,0,0
E00057189,0,0,0,157,0,0,0,0
E00057190,0,0,124,0,0,0,0,0
E00057191,0,0,0,0,115,0,0,0
E00057192,0,0,0,0,133,0,0,0
E00057193,0,0,0,0,0,94,0,0
E00057194,0,0,0,113,0,0,0,0
E00057195,0,0,0,0,137,0,0,0
E00057196,0,0,0,100,0,0,0,0
E00057197,0,0,0,0,0,116,0,0
E00057198,0,0,0,160,0,0,0,0
E00057199,0,0,0,136,0,0,0,0
E00057200,0,0,0,162,0,0,0,0
E00057202,0,0,0,150,0,0,0,0
E00057204,0,0,213,0,0,0,0,0
E00057205,0,0,0,0,154,0,0,0
E00057206,0,0,0,124,0,0,0,0
E00057207,0,132,0,0,0,0,0,0
E00057208,0,0,0,177,0,0,0,0
E00057209,0,0,0,117,0,0,0,0
E00057210,0,0,0,183,0,0,0,0
E00057211,0,0,153,0,0,0,0,0
E00057212,0,0,0,142,0,0,0,0
E00057213,0,0,0,174,0,0,0,0
E00057214,0,0,0,113,0,0,0,0
E00057215,0,0,0,122,0,0,0,0
E00057216,0,0,0,150,0,0,0,0
E00057217,0,0,0,149,0,0,0,0
E00057218,0,0,0,143,0,0,0,0
E00057220,0,0,0,192,0,0,0,0
E00057221,0,0,0,169,0,0,0,0
E00057222,0,0,222,0,0,0,0,0
E00057223,0,0,176,0,0,0,0,0
E00057225,0,0,0,165,0,0,0,0
E00057226,0,0,0,154,0,0,0,0
E00057227,0,171,0,0,0,0,0,0
E00057228,0,0,0,0,175,0,0,0
E00057229,0,0,0,0,129,0,0,0
E00057230,0,0,0,0,146,0,0,0
E00057231,0,0,0,0,172,0,0,0
E00057232,0,198,0,0,0,0,0,0
E00057233,0,0,0,0,124,0,0,0
E00057234,0,124,0,0,0,0,0,0
E00057235,0,0,0,0,140,0,0,0
E00057236,0,0,0,129,0,0,0,0
E00057238,0,0,0,0,171,0,0,0
E00057239,0,0,0,121,0,0,0,0
E00057240,0,0,115,0,0,0,0,0
E00057241,0,0,137,0,0,0,0,0
E00057242,0,0,0,102,0,0,0,0
E00057244,0,0,0,0,220,0,0,0
E00057245,0,0,0,144,0,0,0,0
E00057246,0,0,0,0,0,0,128,0
E00057247,0,0,0,0,134,0,0,0
E00057248,0,0,0,132,0,0,0,0
E00057249,0,0,0,118,0,0,0,0
E00057250,0,0,0,115,0,0,0,0
E00057251,0,0,0,0,0,134,0,0
E00057252,0,0,0,145,0,0,0,0
E00057253,0,0,0,149,0,0,0,0
E00057254,0,0,0,169,0,0,0,0
E00057255,0,0,0,173,0,0,0,0
E00057256,0,0,0,105,0,0,0,0
E00057257,0,0,0,104,0,0,0,0
E00057258,0,0,0,120,0,0,0,0
E00057259,0,0,0,73,0,0,0,0
E00057261,0,0,0,111,0,0,0,0
E00057262,0,0,0,0,0,0,0,156
E00057264,0,0,0,150,0,0,0,0
E00057265,0,0,0,0,0,0,164,0
E00057266,0,0,0,126,0,0,0,0
E00057267,0,0,0,149,0,0,0,0
E00057268,0,0,0,0,0,0,0,81
E00057269,0,0,0,71,0,0,0,0
E00057270,0,0,0,129,0,0,0,0
E00057271,0,0,0,93,0,0,0,0
E00057272,0,0,0,125,0,0,0,0
E00057273,0,0,0,131,0,0,0,0
E00057274,0,0,0,0,0,0,134,0
E00057275,0,0,0,89,0,0,0,0
E00057276,0,0,0,143,0,0,0,0
E00057277,0,0,0,103,0,0,0,0
E00057278,0,0,0,106,0,0,0,0
E00057280,0,0,82,0,0,0,0,0
E00057281,0,0,0,134,0,0,0,0
E00057282,0,0,0,115,0,0,0,0
E00057283,0,0,0,92,0,0,0,0
E00057284,0,0,0,111,0,0,0,0
E00057285,0,0,0,166,0,0,0,0
E00057286,0,0,0,0,0,0,0,86
E00057287,0,0,0,154,0,0,0,0
E00057288,0,0,0,0,100,0,0,0
E00057289,0,0,0,0,0,0,0,118
E00057290,0,0,0,139,0,0,0,0
E00057291,0,0,0,108,0,0,0,0
E00057292,0,0,0,102,0,0,0,0
E00057293,0,0,0,133,0,0,0,0
E00057294,0,0,0,96,0,0,0,0
E00057295,0,0,0,0,0,0,140,0
E00057296,0,0,0,144,0,0,0,0
E00057297,0,0,0,51,0,0,0,0
E00057298,0,0,0,122,0,0,0,0
E00057300,0,0,188,0,0,0,0,0
E00057303,0,0,0,0,0,0,0,103
E00057304,0,0,0,0,0,0,122,0
E00057305,0,0,0,0,0,0,101,0
E00057307,0,0,0,0,0,0,79,0
E00057309,0,0,0,163,0,0,0,0
E00057310,0,0,0,136,0,0,0,0
E00057311,0,0,0,0,0,0,71,0
E00057312,0,0,0,0,0,0,149,0
E00057313,0,0,194,0,0,0,0,0
E00057315,0,0,0,0,0,0,115,0
E00057316,0,0,0,139,0,0,0,0
E00057321,0,0,235,0,0,0,0,0
E00057322,0,0,0,132,0,0,0,0
E00057323,0,0,157,0,0,0,0,0
E00057325,0,0,0,0,0,0,151,0
E00057326,0,0,0,76,0,0,0,0
E00057327,0,0,81,0,0,0,0,0
E00057328,0,0,147,0,0,0,0,0
E00057329,0,0,0,131,0,0,0,0
E00057330,0,0,0,114,0,0,0,0
E00057331,0,0,0,87,0,0,0,0
E00057332,0,0,0,0,0,0,94,0
E00057333,0,0,0,149,0,0,0,0
E00057334,0,0,0,0,0,116,0,0
E00057335,0,0,0,0,0,126,0,0
E00057336,0,0,0,0,0,130,0,0
E00057337,0,0,0,0,0,128,0,0
E00057338,0,0,0,0,0,0,127,0
E00057339,0,0,0,0,0,141,0,0
E00057340,0,0,0,0,0,0,0,124
E00057341,0,0,0,0,132,0,0,0
E00057342,0,0,0,0,0,119,0,0
E00057343,0,0,0,0,150,0,0,0
E00057344,0,0,0,0,0,126,0,0
E00057345,0,0,0,119,0,0,0,0
E00057346,0,0,0,0,0,0,0,135
E00057347,0,0,0,0,0,0,0,103
E00057348,0,0,0,0,117,0,0,0
E00057349,0,0,0,0,0,148,0,0
E00057350,0,0,0,0,0,97,0,0
E00057351,0,0,0,98,0,0,0,0
E00057352,0,0,0,0,0,137,0,0
E00057353,0,0,0,0,0,119,0,0
E00057354,0,0,0,0,0,110,0,0
E00057355,0,0,0,0,0,116,0,0
E00057356,0,0,0,0,0,0,111,0
E00057357,0,0,0,136,0,0,0,0
E00057358,0,0,0,0,0,91,0,0
E00057359,0,0,0,0,0,98,0,0
E00057360,0,0,0,0,0,149,0,0
E00057361,0,0,0,0,0,118,0,0
E00057362,0,0,0,0,0,86,0,0
E00057363,0,0,0,0,0,0,140,0
E00057364,0,0,0,0,0,0,122,0
E00057365,0,0,0,0,0,100,0,0
E00057366,0,0,0,0,0,127,0,0
E00057367,0,0,0,0,0,112,0,0
E00057368,0,0,0,117,0,0,0,0
E00057369,0,0,0,0,0,114,0,0
E00057370,0,0,0,0,0,0,145,0
E00057371,0,0,0,0,118,0,0,0
E00057372,0,0,0,0,0,128,0,0
E00057374,0,0,0,0,133,0,0,0
E00057375,0,0,0,0,140,0,0,0
E00057376,0,0,0,0,0,129,0,0
E00057377,0,0,0,0,0,0,0,132
E00057378,0,0,0,0,0,126,0,0
E00057379,0,0,0,0,0,141,0,0
E00057380,0,0,0,0,0,119,0,0
E00057382,0,0,0,0,127,0,0,0
E00057383,0,0,0,0,0,0,116,0
E00057384,0,0,0,0,0,128,0,0
E00057385,0,0,0,0,135,0,0,0
E00057386,0,0,0,0,0,119,0,0
E00057387,0,111,0,0,0,0,0,0
E00057388,0,124,0,0,0,0,0,0
E00057389,0,0,0,0,0,0,124,0
E00057390,0,0,0,0,0,138,0,0
E00057391,0,0,0,0,122,0,0,0
E00057392,0,0,0,117,0,0,0,0
E00057393,0,0,0,135,0,0,0,0
E00057394,0,0,0,136,0,0,0,0
E00057395,0,0,0,0,0,125,0,0
E00057396,0,0,0,0,0,134,0,0
E00057397,0,0,0,0,125,0,0,0
E00057398,0,0,0,0,0,0,0,120
E00057399,0,0,0,0,152,0,0,0
E00057400,0,0,0,0,0,145,0,0
E00057401,0,0,0,0,151,0,0,0
E00057402,0,0,0,0,0,0,94,0
E00057403,0,0,0,0,109,0,0,0
E00057404,0,0,0,0,114,0,0,0
E00057405,0,0,0,0,127,0,0,0
E00057406,0,0,0,0,0,142,0,0
E00057407,0,0,0,0,0,0,0,106
E00057408,0,0,0,0,0,126,0,0
E00057409,0,0,0,0,0,140,0,0
E00057410,0,0,0,0,0,125,0,0
E00057411,0,0,0,0,135,0,0,0
E00057412,0,0,0,0,0,0,0,119
E00057413,0,0,0,0,137,0,0,0
E00057414,0,0,0,0,0,129,0,0
E00057415,0,0,0,0,0,117,0,0
E00057416,0,0,0,0,0,124,0,0
E00057417,0,0,0,0,0,128,0,0
E00057418,0,0,0,0,0,137,0,0
E00057419,0,0,0,0,0,117,0,0
E00057420,0,0,0,0,0,135,0,0
E00057421,0,0,0,0,0,124,0,0
E00057422,121,0,0,0,0,0,0,0
E00057423,0,0,0,0,0,130,0,0
E00057424,0,0,0,0,0,120,0,0
E00057425,0,0,0,0,0,127,0,0
E00057426,0,0,0,0,0,0,0,148
E00057427,0,0,0,0,0,0,0,104
E00057428,0,0,0,0,0,98,0,0
E00057429,93,0,0,0,0,0,0,0
E00057430,0,0,0,0,0,0,0,120
E00057431,0,0,0,0,169,0,0,0
E00057432,0,0,0,0,0,118,0,0
E00057433,0,0,0,0,0,110,0,0
E00057434,0,0,0,0,0,0,0,123
E00057435,0,0,0,0,0,0,0,122
E00057436,0,0,0,0,0,0,0,100
E00057437,0,0,0,0,0,0,0,119
E00057438,0,0,0,0,0,119,0,0
E00057439,0,0,0,0,0,0,143,0
E00057440,0,0,0,0,0,0,0,106
E00057441,0,0,0,0,0,137,0,0
E00057442,0,0,0,0,0,0,0,115
E00057443,0,0,0,0,110,0,0,0
E00057444,0,0,0,0,124,0,0,0
E00057445,0,0,0,0,0,114,0,0
E00057446,0,0,0,0,0,123,0,0
E00057447,0,0,0,0,117,0,0,0
E00057448,0,0,0,0,0,0,0,143
E00057449,0,0,0,0,126,0,0,0
E00057450,0,0,0,0,0,0,0,131
