oa_code,1,2,3,4,5,6,7,8
E00057451,0,0,0,0,0,112,0,0
E00057452,0,0,0,0,0,95,0,0
E00057453,0,0,0,0,0,122,0,0
E00057454,0,0,0,0,123,0,0,0
E00057455,0,0,0,0,0,124,0,0
E00057456,0,0,0,0,0,107,0,0
E00057457,0,0,0,0,0,111,0,0
E00057458,0,0,0,0,0,105,0,0
E00057459,0,0,0,0,0,138,0,0
E00057460,0,0,0,0,178,0,0,0
E00057461,0,0,0,0,0,115,0,0
E00057462,0,0,0,0,0,121,0,0
E00057463,0,0,0,0,0,118,0,0
E00057464,0,0,0,0,0,119,0,0
E00057465,0,0,0,0,0,132,0,0
E00057466,0,0,0,0,0,82,0,0
E00057467,0,0,0,0,124,0,0,0
E00057468,0,0,0,0,216,0,0,0
E00057469,0,0,0,0,0,0,0,126
E00057470,0,0,0,0,0,0,0,127
E00057471,0,0,0,0,0,0,0,107
E00057472,0,0,0,0,0,0,0,129
E00057473,158,0,0,0,0,0,0,0
E00057474,118,0,0,0,0,0,0,0
E00057475,131,0,0,0,0,0,0,0
E00057476,0,0,0,0,0,116,0,0
E00057477,0,0,0,0,0,0,0,125
E00057478,0,0,0,0,0,0,0,121
E00057479,0,0,0,0,0,0,0,109
E00057480,0,0,0,0,0,0,0,120
E00057481,0,0,0,0,0,0,0,136
E00057482,0,0,0,0,0,0,0,114
E00057483,0,0,0,0,0,126,0,0
E00057484,0,0,0,0,0,0,0,120
E00057485,132,0,0,0,0,0,0,0
E00057486,0,0,0,0,0,122,0,0
E00057487,0,0,0,0,0,129,0,0
E00057488,0,0,0,0,0,0,0,106
E00057489,0,0,0,0,111,0,0,0
E00057490,0,0,0,0,135,0,0,0
E00057491,0,0,0,0,0,128,0,0
E00057492,0,0,0,0,129,0,0,0
E00057493,0,0,0,0,141,0,0,0
E00057494,0,0,0,0,122,0,0,0
E00057495,0,0,0,0,0,133,0,0
E00057496,0,0,0,0,0,0,0,139
E00057497,0,0,0,0,0,129,0,0
E00057498,0,0,0,0,149,0,0,0
E00057499,0,0,0,0,0,122,0,0
E00057500,0,0,0,0,0,110,0,0
E00057501,0,0,0,0,162,0,0,0
E00057502,0,0,0,0,124,0,0,0
E00057503,0,0,0,0,0,0,0,168
E00057504,149,0,0,0,0,0,0,0
E00057505,0,0,0,0,0,123,0,0
E00057506,0,0,0,0,122,0,0,0
E00057507,0,0,0,0,0,115,0,0
E00057508,0,0,0,0,0,107,0,0
E00057509,0,0,0,0,129,0,0,0
E00057510,0,0,0,0,0,112,0,0
E00057511,0,0,0,0,113,0,0,0
E00057512,0,0,0,0,0,115,0,0
E00057513,0,0,0,0,124,0,0,0
E00057514,0,0,0,0,108,0,0,0
E00057515,0,0,0,0,0,0,118,0
E00057516,0,0,0,0,0,100,0,0
E00057517,0,0,0,0,0,124,0,0
E00057518,0,0,0,0,0,121,0,0
E00057519,0,0,0,0,0,133,0,0
E00057520,0,0,0,0,115,0,0,0
E00057521,0,0,0,0,0,107,0,0
E00057522,0,0,0,0,111,0,0,0
E00057523,0,0,0,0,0,124,0,0
E00057524,0,0,0,0,0,122,0,0
E00057525,0,0,0,0,0,127,0,0
E00057526,0,0,0,0,146,0,0,0
E00057527,0,0,0,0,129,0,0,0
E00057528,0,0,0,0,0,118,0,0
E00057529,0,0,0,0,128,0,0,0
E00057530,0,0,0,0,125,0,0,0
E00057531,0,0,0,0,0,138,0,0
E00057532,0,0,0,0,0,0,102,0
E00057533,0,0,0,0,0,129,0,0
E00057534,0,0,0,0,135,0,0,0
E00057535,0,0,0,0,0,121,0,0
E00057536,0,0,0,0,0,0,0,127
E00057537,0,0,0,0,0,109,0,0
E00057538,0,0,0,0,158,0,0,0
E00057539,0,0,0,0,0,108,0,0
E00057540,0,0,0,0,0,117,0,0
E00057541,0,0,0,0,0,122,0,0
E00057542,0,0,0,0,0,131,0,0
E00057543,0,0,0,0,0,145,0,0
E00057544,0,0,0,0,0,127,0,0
E00057545,0,0,0,0,115,0,0,0
E00057546,0,0,0,0,0,0,0,113
E00057547,0,0,0,0,122,0,0,0
E00057548,0,0,0,0,0,114,0,0
E00057549,0,0,0,0,0,121,0,0
E00057550,0,0,0,0,140,0,0,0
E00057551,0,0,0,0,0,121,0,0
E00057552,0,0,0,0,0,124,0,0
E00057553,0,0,0,0,0,125,0,0
E00057554,0,0,0,0,0,131,0,0
E00057555,0,0,0,0,0,118,0,0
E00057556,0,0,0,0,0,110,0,0
E00057557,0,0,0,0,0,123,0,0
E00057558,0,0,0,0,0,129,0,0
E00057559,0,0,0,0,0,153,0,0
E00057560,0,0,0,0,0,130,0,0
E00057561,0,0,0,0,0,130,0,0
E00057562,0,0,0,0,136,0,0,0
E00057563,0,0,0,0,0,108,0,0
E00057564,0,0,0,131,0,0,0,0
E00057565,0,0,0,91,0,0,0,0
E00057566,0,0,0,125,0,0,0,0
E00057567,0,0,0,122,0,0,0,0
E00057568,0,0,0,124,0,0,0,0
E00057570,0,0,0,134,0,0,0,0
E00057571,0,0,0,124,0,0,0,0
E00057573,0,0,0,124,0,0,0,0
E00057574,0,0,0,128,0,0,0,0
E00057575,0,0,0,113,0,0,0,0
E00057576,0,0,107,0,0,0,0,0
E00057577,0,0,0,143,0,0,0,0
E00057578,0,0,0,130,0,0,0,0
E00057579,0,0,0,116,0,0,0,0
E00057580,0,0,0,129,0,0,0,0
E00057581,0,0,130,0,0,0,0,0
E00057582,0,0,0,110,0,0,0,0
E00057583,0,0,0,102,0,0,0,0
E00057584,0,0,0,128,0,0,0,0
E00057585,0,0,0,108,0,0,0,0
E00057586,0,0,0,96,0,0,0,0
E00057587,0,0,0,111,0,0,0,0
E00057589,0,0,0,165,0,0,0,0
E00057590,0,0,0,99,0,0,0,0
E00057591,0,0,0,120,0,0,0,0
E00057592,0,0,0,155,0,0,0,0
E00057593,0,0,0,121,0,0,0,0
E00057594,0,0,0,116,0,0,0,0
E00057595,0,0,0,127,0,0,0,0
E00057596,0,0,0,103,0,0,0,0
E00057597,0,0,198,0,0,0,0,0
E00057598,0,0,190,0,0,0,0,0
E00057599,0,0,0,95,0,0,0,0
E00057600,0,0,0,115,0,0,0,0
E00057601,0,0,0,131,0,0,0,0
E00057602,0,0,0,104,0,0,0,0
E00057603,0,0,0,122,0,0,0,0
E00057604,0,0,0,114,0,0,0,0
E00057605,0,0,0,114,0,0,0,0
E00057606,0,0,124,0,0,0,0,0
E00057607,0,0,0,159,0,0,0,0
E00057608,0,0,0,103,0,0,0,0
E00057609,0,0,0,96,0,0,0,0
E00057610,0,0,0,121,0,0,0,0
E00057611,0,0,0,114,0,0,0,0
E00057612,0,0,0,136,0,0,0,0
E00057613,0,0,0,123,0,0,0,0
E00057614,0,0,0,154,0,0,0,0
E00057615,0,0,0,147,0,0,0,0
E00057616,0,0,0,144,0,0,0,0
E00057617,0,0,0,117,0,0,0,0
E00057618,0,0,0,118,0,0,0,0
E00057619,0,0,0,145,0,0,0,0
E00057620,0,0,0,135,0,0,0,0
E00057621,0,0,0,149,0,0,0,0
E00057622,0,0,0,0,0,105,0,0
E00057623,0,0,0,115,0,0,0,0
E00057624,0,0,0,105,0,0,0,0
E00057625,0,0,0,0,0,136,0,0
E00057626,0,0,0,123,0,0,0,0
E00057627,0,0,0,107,0,0,0,0
E00057628,0,131,0,0,0,0,0,0
E00057629,0,119,0,0,0,0,0,0
E00057630,0,111,0,0,0,0,0,0
E00057631,0,0,0,91,0,0,0,0
E00057632,0,108,0,0,0,0,0,0
E00057633,0,94,0,0,0,0,0,0
E00057634,0,0,0,141,0,0,0,0
E00057635,0,80,0,0,0,0,0,0
E00057637,0,121,0,0,0,0,0,0
E00057638,0,104,0,0,0,0,0,0
E00057639,0,167,0,0,0,0,0,0
E00057641,0,138,0,0,0,0,0,0
E00057642,0,188,0,0,0,0,0,0
E00057643,0,133,0,0,0,0,0,0
E00057645,0,145,0,0,0,0,0,0
E00057646,0,105,0,0,0,0,0,0
E00057647,0,96,0,0,0,0,0,0
E00057648,0,142,0,0,0,0,0,0
E00057649,0,0,0,117,0,0,0,0
E00057650,0,148,0,0,0,0,0,0
E00057651,0,98,0,0,0,0,0,0
E00057652,0,80,0,0,0,0,0,0
E00057653,0,97,0,0,0,0,0,0
E00057654,0,123,0,0,0,0,0,0
E00057655,0,0,0,113,0,0,0,0
E00057656,0,49,0,0,0,0,0,0
E00057657,0,106,0,0,0,0,0,0
E00057658,0,110,0,0,0,0,0,0
E00057659,0,105,0,0,0,0,0,0
E00057660,0,45,0,0,0,0,0,0
E00057661,0,114,0,0,0,0,0,0
E00057662,0,117,0,0,0,0,0,0
E00057663,0,110,0,0,0,0,0,0
E00057664,0,94,0,0,0,0,0,0
E00057665,0,90,0,0,0,0,0,0
E00057666,0,138,0,0,0,0,0,0
E00057667,0,0,73,0,0,0,0,0
E00057668,0,0,0,71,0,0,0,0
E00057669,0,133,0,0,0,0,0,0
E00057670,0,0,0,85,0,0,0,0
E00057671,0,0,0,0,0,0,0,71
E00057672,0,0,0,118,0,0,0,0
E00057673,0,0,0,0,163,0,0,0
E00057674,0,99,0,0,0,0,0,0
E00057675,0,0,0,89,0,0,0,0
E00057676,0,0,0,104,0,0,0,0
E00057679,0,71,0,0,0,0,0,0
E00057680,0,93,0,0,0,0,0,0
E00057681,0,185,0,0,0,0,0,0
E00057682,0,125,0,0,0,0,0,0
E00057683,0,77,0,0,0,0,0,0
E00057684,0,45,0,0,0,0,0,0
E00057685,0,99,0,0,0,0,0,0
E00057686,0,104,0,0,0,0,0,0
E00057687,0,40,0,0,0,0,0,0
E00057689,0,125,0,0,0,0,0,0
E00057690,0,120,0,0,0,0,0,0
E00057691,0,112,0,0,0,0,0,0
E00057692,0,121,0,0,0,0,0,0
E00057693,0,98,0,0,0,0,0,0
E00057695,0,78,0,0,0,0,0,0
E00057696,0,99,0,0,0,0,0,0
E00057697,0,114,0,0,0,0,0,0
E00057698,0,0,0,0,120,0,0,0
E00057699,0,92,0,0,0,0,0,0
E00057700,0,95,0,0,0,0,0,0
E00057701,0,90,0,0,0,0,0,0
E00057702,0,115,0,0,0,0,0,0
E00057703,0,137,0,0,0,0,0,0
E00057704,0,76,0,0,0,0,0,0
E00057705,0,0,0,0,154,0,0,0
E00057706,0,0,0,0,88,0,0,0
E00057707,0,0,0,0,102,0,0,0
E00057708,0,0,0,0,106,0,0,0
E00057709,0,0,0,0,0,141,0,0
E00057710,0,0,0,0,0,135,0,0
E00057711,0,0,0,0,0,141,0,0
E00057712,0,0,0,0,0,143,0,0
E00057713,0,0,0,0,0,115,0,0
E00057714,0,0,0,0,118,0,0,0
E00057715,0,0,0,0,0,113,0,0
E00057716,0,0,0,0,0,143,0,0
E00057717,0,0,0,0,0,0,0,132
E00057718,0,0,0,0,0,0,0,141
E00057719,0,0,0,0,0,132,0,0
E00057720,0,0,0,0,119,0,0,0
E00057721,0,0,0,0,142,0,0,0
E00057722,0,0,0,0,0,136,0,0
E00057723,0,0,0,0,163,0,0,0
E00057724,0,0,0,0,135,0,0,0
E00057725,0,0,0,0,0,126,0,0
E00057727,0,0,0,0,0,134,0,0
E00057728,0,0,0,0,118,0,0,0
E00057729,0,0,0,0,0,122,0,0
E00057730,0,0,0,0,0,95,0,0
E00057731,0,0,0,0,0,138,0,0
E00057732,0,0,0,0,177,0,0,0
E00057733,0,0,0,0,0,128,0,0
E00057734,0,0,0,0,140,0,0,0
E00057735,0,0,0,0,179,0,0,0
E00057736,0,0,0,0,124,0,0,0
E00057737,0,0,0,0,118,0,0,0
E00057738,0,0,0,0,142,0,0,0
E00057739,0,0,0,0,141,0,0,0
E00057740,0,0,0,0,139,0,0,0
E00057741,0,0,0,0,0,116,0,0
E00057742,0,0,0,0,0,130,0,0
E00057743,0,0,0,0,0,110,0,0
E00057744,0,0,0,0,125,0,0,0
E00057745,0,0,0,0,0,116,0,0
E00057746,0,0,0,0,0,0,115,0
E00057747,0,0,0,0,139,0,0,0
E00057748,0,0,0,0,0,0,0,127
E00057749,0,0,0,0,0,95,0,0
E00057750,0,0,0,0,0,137,0,0
E00057751,0,0,0,0,0,109,0,0
E00057752,0,0,0,0,0,0,128,0
E00057753,0,0,0,0,110,0,0,0
E00057754,0,0,0,0,123,0,0,0
E00057755,0,0,0,0,146,0,0,0
E00057756,0,0,0,0,132,0,0,0
E00057757,0,0,0,0,127,0,0,0
E00057758,0,0,0,0,0,0,0,141
E00057759,0,0,0,0,118,0,0,0
E00057760,0,0,0,0,0,0,131,0
E00057761,0,0,0,0,131,0,0,0
E00057762,0,0,0,0,0,0,0,116
E00057763,0,0,0,0,152,0,0,0
E00057764,0,0,0,0,0,0,0,137
E00057765,0,0,0,0,150,0,0,0
E00057766,0,0,0,0,127,0,0,0
E00057767,0,0,0,0,120,0,0,0
E00057768,0,0,0,0,0,0,0,130
E00057769,0,0,0,0,166,0,0,0
E00057770,0,0,0,0,0,0,125,0
E00057771,0,0,0,0,126,0,0,0
E00057772,0,0,0,0,0,0,142,0
E00057773,0,0,0,0,127,0,0,0
E00057774,0,0,0,0,0,89,0,0
E00057775,0,0,0,0,129,0,0,0
E00057776,0,0,0,0,0,0,0,131
E00057777,0,0,0,0,0,0,141,0
E00057778,0,0,0,0,0,0,0,114
E00057779,0,0,0,0,0,0,122,0
E00057780,0,0,0,0,0,0,134,0
E00057781,0,0,0,0,0,0,124,0
E00057782,0,0,0,0,0,0,0,121
E00057783,0,0,0,0,0,0,135,0
E00057784,0,0,0,0,0,0,0,131
E00057785,0,0,0,0,0,0,0,134
E00057786,0,0,0,0,0,0,0,127
E00057787,0,0,0,163,0,0,0,0
E00057788,0,0,0,0,0,0,152,0
E00057789,0,0,0,0,0,0,160,0
E00057790,0,0,0,91,0,0,0,0
E00057791,0,0,0,0,0,0,143,0
E00057792,0,0,0,0,0,128,0,0
E00057793,0,0,0,0,0,0,115,0
E00057794,0,0,0,0,0,0,127,0
E00057795,0,0,0,0,0,0,0,140
E00057796,0,0,0,0,0,0,0,105
E00057797,0,0,0,0,0,0,0,135
E00057798,0,0,0,0,0,0,0,135
E00057799,0,0,0,0,0,0,0,90
E00057800,0,0,0,0,0,0,113,0
E00057801,0,0,0,0,0,0,132,0
E00057802,0,0,0,0,0,0,89,0
E00057803,0,0,0,0,0,0,0,102
E00057804,0,0,0,0,0,0,0,113
E00057805,0,0,0,0,0,0,0,109
E00057806,0,0,0,0,0,0,0,184
E00057807,0,0,0,0,0,0,114,0
E00057808,0,0,0,140,0,0,0,0
E00057809,0,0,0,99,0,0,0,0
E00057810,0,0,0,0,0,0,0,135
E00057811,0,0,0,0,0,0,159,0
E00057812,0,0,0,0,0,115,0,0
E00057813,0,0,0,0,125,0,0,0
E00057814,0,0,0,0,0,0,0,133
E00057815,0,0,0,0,0,140,0,0
E00057816,0,0,0,0,0,0,0,114
E00057817,0,0,0,0,0,0,137,0
E00057818,0,0,0,0,0,0,128,0
E00057819,0,0,0,0,0,0,0,128
E00057820,0,0,0,0,0,0,0,121
E00057821,0,0,0,0,0,0,128,0
E00057822,0,0,0,0,0,0,0,134
E00057823,0,0,0,0,0,0,139,0
E00057824,0,0,0,0,0,0,0,126
E00057825,0,0,0,0,0,0,166,0
E00057826,0,0,0,113,0,0,0,0
E00057827,0,0,0,0,0,0,114,0
E00057828,0,0,0,0,0,0,121,0
E00057829,0,0,0,0,0,0,108,0
E00057830,0,0,0,0,0,0,94,0
E00057831,0,0,0,0,0,0,117,0
E00057832,0,160,0,0,0,0,0,0
E00057833,0,0,0,134,0,0,0,0
E00057834,0,0,0,0,0,0,148,0
E00057835,0,0,0,127,0,0,0,0
E00057838,0,0,0,131,0,0,0,0
E00057839,0,0,0,0,153,0,0,0
E00057840,0,0,0,0,0,0,0,134
E00057841,0,0,0,132,0,0,0,0
E00057842,0,139,0,0,0,0,0,0
E00057843,0,0,0,154,0,0,0,0
E00057844,0,0,0,129,0,0,0,0
E00057845,0,141,0,0,0,0,0,0
E00057846,0,0,0,117,0,0,0,0
E00057847,0,0,0,114,0,0,0,0
E00057848,0,119,0,0,0,0,0,0
E00057849,0,0,117,0,0,0,0,0
E00057850,0,137,0,0,0,0,0,0
E00057851,0,154,0,0,0,0,0,0
E00057852,0,140,0,0,0,0,0,0
E00057853,0,0,0,111,0,0,0,0
E00057854,0,0,0,149,0,0,0,0
E00057855,0,0,0,138,0,0,0,0
E00057856,0,0,149,0,0,0,0,0
E00057857,0,0,130,0,0,0,0,0
E00057858,0,0,127,0,0,0,0,0
E00057859,0,0,0,144,0,0,0,0
E00057860,0,0,0,0,0,0,123,0
E00057861,0,0,0,0,0,0,129,0
E00057862,0,0,0,144,0,0,0,0
E00057863,0,0,0,0,0,0,136,0
E00057864,0,0,0,118,0,0,0,0
E00057865,0,0,0,137,0,0,0,0
E00057866,0,0,0,138,0,0,0,0
E00057867,0,0,0,136,0,0,0,0
E00057868,0,0,0,0,108,0,0,0
E00057869,0,0,0,144,0,0,0,0
E00057871,0,0,0,0,118,0,0,0
E00057872,0,0,0,0,0,100,0,0
E00057873,0,0,0,0,123,0,0,0
E00057874,0,0,0,0,120,0,0,0
E00057875,0,0,0,177,0,0,0,0
E00057876,0,0,0,162,0,0,0,0
E00057877,0,0,0,0,0,0,0,102
E00057878,0,0,0,0,123,0,0,0
E00057879,0,202,0,0,0,0,0,0
E00057880,0,0,0,0,0,0,130,0
E00057881,0,0,0,0,128,0,0,0
E00057882,0,121,0,0,0,0,0,0
E00057883,0,132,0,0,0,0,0,0
E00057884,0,0,0,137,0,0,0,0
E00057885,0,134,0,0,0,0,0,0
E00057887,0,0,189,0,0,0,0,0
E00057888,0,0,0,0,0,0,109,0
E00057889,0,0,0,137,0,0,0,0
E00057891,0,135,0,0,0,0,0,0
E00057892,0,131,0,0,0,0,0,0
E00057893,0,0,0,110,0,0,0,0
E00057894,0,136,0,0,0,0,0,0
E00057895,0,0,0,102,0,0,0,0
E00057896,0,0,0,105,0,0,0,0
E00057897,0,0,0,117,0,0,0,0
E00057898,0,132,0,0,0,0,0,0
E00057899,0,0,0,141,0,0,0,0
E00057900,0,120,0,0,0,0,0,0
E00057901,0,0,0,126,0,0,0,0
E00057902,0,0,0,0,0,143,0,0
E00057903,0,0,0,0,0,0,0,130
E00057904,0,0,0,0,0,0,133,0
E00057905,137,0,0,0,0,0,0,0
E00057906,0,0,0,0,0,0,0,113
E00057907,0,0,0,118,0,0,0,0
E00057908,0,0,0,0,0,0,0,106
E00057909,0,0,0,0,0,0,0,138
E00057911,0,0,0,0,124,0,0,0
E00057913,0,0,0,0,0,0,121,0
E00057914,0,0,0,0,0,0,143,0
E00057916,0,0,0,0,0,0,0,128
E00057917,0,0,0,0,0,0,205,0
E00057918,0,0,0,0,0,115,0,0
E00057919,0,0,0,0,0,0,0,116
E00057920,0,0,0,0,0,0,0,128
E00057921,0,0,0,0,0,0,0,118
E00057922,0,0,0,0,0,0,94,0
E00057923,0,0,0,120,0,0,0,0
E00057924,0,0,0,0,0,0,137,0
E00057925,0,0,0,0,0,119,0,0
E00057926,0,0,0,0,0,0,0,144
E00057927,0,0,0,0,0,144,0,0
E00057928,0,0,0,0,153,0,0,0
E00057929,0,0,0,0,0,141,0,0
E00057932,0,0,0,0,0,148,0,0
E00057933,0,0,0,0,0,0,119,0
E00057934,0,0,0,0,0,0,0,130
E00057935,0,0,0,0,0,0,0,153
E00057936,0,0,0,0,0,0,0,112
E00057937,0,0,0,0,0,142,0,0
E00057938,0,0,0,0,0,0,125,0
E00057939,0,0,0,0,161,0,0,0
E00057940,0,0,0,0,0,122,0,0
E00057941,0,0,0,0,0,126,0,0
E00057942,0,0,0,0,0,0,110,0
E00057943,0,0,0,0,0,0,0,93
E00057944,0,0,0,127,0,0,0,0
E00057945,0,0,0,0,0,0,82,0
E00057946,0,0,0,0,0,0,0,133
E00057947,0,0,0,0,0,0,101,0
E00057949,0,0,0,0,0,0,94,0
E00057950,0,0,0,0,0,161,0,0
E00057951,0,0,0,0,0,0,0,120
E00057952,0,0,0,0,0,0,0,98
E00057955,0,0,0,0,137,0,0,0
E00057956,0,0,0,0,0,0,128,0
E00057957,0,0,0,0,117,0,0,0
E00057959,0,0,0,0,0,0,0,114
E00057960,0,0,0,0,0,0,0,163
E00057961,0,0,0,0,170,0,0,0
E00057962,0,0,0,0,0,118,0,0
E00057963,0,0,0,0,0,0,0,126
E00057965,0,0,0,0,0,0,0,181
E00057966,0,0,0,0,0,0,0,130
E00057967,0,0,0,0,0,0,0,111
E00057968,0,0,0,0,0,112,0,0
E00057969,0,0,0,0,0,110,0,0
E00057970,0,0,0,0,0,89,0,0
E00057971,0,0,0,0,147,0,0,0
E00057972,0,0,0,0,115,0,0,0
E00057973,0,0,0,136,0,0,0,0
E00057974,0,0,0,142,0,0,0,0
E00057975,0,0,0,0,0,141,0,0
E00057976,0,0,0,112,0,0,0,0
E00057977,0,0,0,0,139,0,0,0
E00057978,0,0,0,118,0,0,0,0
E00057979,0,0,0,141,0,0,0,0
E00057980,0,0,0,170,0,0,0,0
E00057981,0,0,0,0,95,0,0,0
E00057982,0,0,0,0,112,0,0,0
E00057983,0,0,0,113,0,0,0,0
E00057984,0,0,0,0,0,129,0,0
E00057985,0,0,0,126,0,0,0,0
E00057986,0,0,0,0,127,0,0,0
E00057987,0,0,0,125,0,0,0,0
E00057988,0,0,0,0,115,0,0,0
E00057989,0,0,0,120,0,0,0,0
E00057990,0,0,0,0,115,0,0,0
E00057991,0,0,0,0,0,114,0,0
E00057992,0,0,0,0,0,139,0,0
E00057993,0,0,0,0,0,0,134,0
E00057994,0,0,0,0,108,0,0,0
E00057995,0,0,0,0,111,0,0,0
E00057996,0,0,0,0,115,0,0,0
E00057997,0,0,0,127,0,0,0,0
E00057998,0,0,0,83,0,0,0,0
E00057999,0,0,0,0,105,0,0,0
E00058000,0,0,0,108,0,0,0,0
E00058001,0,0,0,0,0,131,0,0
E00058002,0,0,146,0,0,0,0,0
E00058003,0,0,0,0,0,97,0,0
E00058004,0,0,0,0,0,112,0,0
E00058005,0,0,0,0,0,119,0,0
E00058006,0,0,0,0,0,100,0,0
E00058007,0,0,0,0,121,0,0,0
E00058008,0,0,0,0,0,0,118,0
E00058009,0,0,0,0,0,118,0,0
E00058010,0,0,0,132,0,0,0,0
E00058011,0,0,0,0,0,0,150,0
E00058012,0,0,0,0,117,0,0,0
E00058013,0,0,0,0,0,124,0,0
E00058014,0,0,0,125,0,0,0,0
E00058015,0,0,0,0,0,0,141,0
E00058016,0,0,0,223,0,0,0,0
E00058017,0,0,0,138,0,0,0,0
E00058018,0,0,0,144,0,0,0,0
E00058019,0,0,0,0,134,0,0,0
E00058020,0,0,0,100,0,0,0,0
E00058021,0,0,0,121,0,0,0,0
E00058022,0,0,145,0,0,0,0,0
E00058023,0,0,0,147,0,0,0,0
E00058024,0,0,0,0,138,0,0,0
E00058025,0,0,0,132,0,0,0,0
E00058026,0,0,0,0,0,0,168,0
E00058027,0,0,0,0,160,0,0,0
E00058028,0,0,0,0,0,111,0,0
E00058029,0,0,0,0,0,0,111,0
E00058030,0,0,0,123,0,0,0,0
E00058031,0,0,0,123,0,0,0,0
E00058032,0,0,0,123,0,0,0,0
E00058033,0,0,0,130,0,0,0,0
E00058034,0,0,0,128,0,0,0,0
E00058036,0,0,0,111,0,0,0,0
E00058037,0,0,0,120,0,0,0,0
E00058038,0,0,0,123,0,0,0,0
E00058039,0,0,0,0,170,0,0,0
E00058040,0,0,0,0,0,0,166,0
E00058041,0,0,0,0,160,0,0,0
E00058042,0,0,0,0,0,0,0,248
E00058043,0,0,0,0,0,0,0,135
E00058044,0,0,0,0,141,0,0,0
E00058045,0,0,0,0,0,0,126,0
E00058047,0,0,0,0,128,0,0,0
E00058048,0,0,0,0,125,0,0,0
E00058049,0,0,0,0,0,0,0,118
E00058050,0,0,0,0,0,0,0,137
E00058051,0,0,0,0,125,0,0,0
E00058052,0,0,0,0,0,109,0,0
E00058053,0,0,0,0,0,0,0,128
E00058054,0,0,0,0,0,116,0,0
E00058055,0,0,0,0,0,0,0,154
E00058056,0,0,0,0,0,0,0,130
E00058057,0,0,0,0,163,0,0,0
E00058058,0,0,0,0,0,101,0,0
E00058059,0,0,0,0,151,0,0,0
E00058060,0,0,0,0,0,127,0,0
E00058061,0,0,0,0,0,138,0,0
E00058062,0,0,0,0,0,143,0,0
E00058063,0,0,0,0,116,0,0,0
E00058064,0,0,0,0,0,129,0,0
E00058065,0,0,0,0,0,0,84,0
E00058066,0,0,0,0,0,0,0,124
E00058067,0,0,0,0,0,0,0,125
E00058068,0,0,0,0,0,141,0,0
E00058069,0,0,0,0,0,122,0,0
E00058070,0,0,0,0,0,134,0,0
E00058071,0,0,0,0,0,0,0,114
E00058072,0,0,0,0,148,0,0,0
E00058073,0,0,0,0,208,0,0,0
E00058074,0,0,0,0,0,120,0,0
E00058075,0,0,0,0,0,0,0,126
E00058076,0,0,0,0,0,117,0,0
E00058077,0,0,0,0,0,118,0,0
E00058078,0,0,0,0,160,0,0,0
E00058079,0,0,0,0,0,104,0,0
E00058080,0,0,0,0,141,0,0,0
E00058081,0,0,0,0,132,0,0,0
E00058082,0,0,0,0,187,0,0,0
E00058083,0,0,0,0,136,0,0,0
E00058084,0,0,0,0,121,0,0,0
E00058086,0,0,0,0,169,0,0,0
E00058087,0,0,0,0,0,0,0,138
E00058088,0,0,0,0,135,0,0,0
E00058089,0,0,0,0,138,0,0,0
E00058090,0,0,0,0,169,0,0,0
E00058091,0,0,0,0,175,0,0,0
E00058092,0,0,0,0,132,0,0,0
E00058093,0,0,0,0,118,0,0,0
E00058094,0,0,0,0,142,0,0,0
E00058095,0,0,0,0,0,134,0,0
E00058096,0,0,0,0,138,0,0,0
E00058097,0,0,0,0,0,0,132,0
E00058098,0,0,0,0,150,0,0,0
E00058099,0,0,0,0,113,0,0,0
E00058100,0,0,0,0,127,0,0,0
E00058101,0,0,0,0,0,129,0,0
E00058102,0,0,0,0,0,130,0,0
E00058103,0,0,0,0,0,133,0,0
E00058104,0,0,0,0,0,133,0,0
E00058105,0,0,0,0,0,128,0,0
E00058106,0,0,0,0,0,119,0,0
E00058107,0,0,0,0,0,110,0,0
E00058108,0,0,0,0,0,0,0,117
E00058109,0,0,0,0,0,0,0,111
E00058110,0,0,0,0,137,0,0,0
E00058111,0,0,0,0,200,0,0,0
E00058112,0,0,0,0,143,0,0,0
E00058113,0,0,0,0,132,0,0,0
E00058114,0,0,0,0,122,0,0,0
E00058115,0,0,0,0,0,141,0,0
E00058116,0,0,0,0,0,0,114,0
E00058117,0,0,0,0,0,132,0,0
E00058118,0,0,0,0,0,0,128,0
E00058119,0,0,0,0,0,0,105,0
E00058120,0,0,0,0,0,0,0,114
E00058121,0,0,0,0,178,0,0,0
E00058122,0,0,0,0,0,129,0,0
E00058123,0,0,0,0,124,0,0,0
E00058124,0,0,0,0,0,0,81,0
E00058125,0,0,0,0,126,0,0,0
E00058126,120,0,0,0,0,0,0,0
E00058127,0,0,0,0,142,0,0,0
E00058128,0,0,0,0,0,139,0,0
E00058129,0,0,0,0,0,136,0,0
E00058130,0,0,0,0,157,0,0,0
E00058131,0,0,0,0,0,112,0,0
E00058132,0,0,0,0,172,0,0,0
E00058133,0,0,0,0,0,120,0,0
E00058134,0,0,0,0,0,125,0,0
E00058135,0,0,0,0,0,135,0,0
E00058136,0,0,0,0,124,0,0,0
E00058137,0,0,0,0,0,0,0,114
E00058138,0,0,0,0,0,134,0,0
E00058139,0,0,0,0,0,0,0,126
E00058140,0,0,0,0,0,0,0,129
E00058141,0,0,0,0,0,0,0,112
E00058142,0,0,0,0,0,0,0,127
E00058143,0,0,0,0,0,130,0,0
E00058144,0,0,0,0,0,0,0,130
